Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW)
Volkswagen,Caravelle,2015,73000,780000,Nafta,Automatická,150
Skoda,Superb,2020,68000,729000,Nafta,Automatická,140
Skoda,Superb,2023,19781,709000,Nafta,Automatická,110
Peugeot,308,2024,0,667000,Nafta,Automatická,96
Peugeot,308,2023,11758,654000,Benzín,Automatická,96
Skoda,Kodiaq,2019,119000,639000,Nafta,Automatická,110
Bmw,Rada 3,2020,79928,629000,Hybridní,Automatická,215
Audi,A6,2020,199000,605000,Nafta,Automatická,170
Hyundai,Tucson,2021,52400,680000,Benzín,Automatická,169
Mazda,6,2018,94000,650000,Benzín,Automatická,143
Mercedes Benz,Tridy S,2013,178000,639000,Nafta,Automatická,190
Swm,G01F,2025,25,619000,Benzín,Manuální,98
Hyundai,Tucson,2021,145000,649900,Hybridní,Automatická,132
Audi,Q7,2016,180047,698001,Nafta,Automatická,200
Audi,A4,2021,30985,638000,Benzín,Automatická,110
Volkswagen,Golf,2022,84300,745000,Nafta,Automatická,147
Skoda,Kodiaq,2021,170821,600000,Nafta,Automatická,147
Mazda,6,2020,82000,690000,Benzín,Automatická,143
Bmw,Rada 3,2022,119780,799999,Nafta,Automatická,140
Volkswagen,Amarok,2017,117333,780000,Nafta,Automatická,165
Skoda,Kodiaq,2019,135136,639000,Nafta,Automatická,140
Volkswagen,Arteon Shooting Brake,2021,73573,745000,Benzín,Automatická,140
Toyota,Rav4,2022,92400,800000,Hybridní,Automatická,160
Toyota,Gr Yaris,2022,23349,799000,Benzín,Manuální,192
Volkswagen,Id4,2021,62197,749900,Elektro,Automatická,150
Hyundai,Kona,2021,58925,689900,Elektro,Automatická,150
Mercedes Benz,Glc,2019,133479,650000,Nafta,Automatická,150
Mercedes Benz,Tridy X,2018,35000,725000,Nafta,Automatická,140
Skoda,Superb,2020,90116,673000,Nafta,Automatická,147
Skoda,Kodiaq,2019,155000,800000,Nafta,Automatická,176
Seat,Tarraco,2020,111009,691000,Nafta,Automatická,140
Skoda,Kodiaq,2021,141575,738000,Nafta,Automatická,147
Skoda,Kodiaq,2020,153908,741000,Nafta,Automatická,140
Skoda,Kodiaq,2020,165929,662000,Nafta,Automatická,147
Volkswagen,Passat,2023,37030,690000,Nafta,Automatická,110
Seat,Tarraco,2021,141424,699000,Nafta,Automatická,147
Skoda,Octavia,2020,67837,621000,Hybridní,Automatická,180
Volkswagen,Caravelle,2022,149224,785000,Nafta,Automatická,150
Toyota,Rav4,2021,77000,790000,Hybridní,Automatická,131
Hyundai,Tucson,2021,85082,670000,Hybridní,Automatická,169
Volkswagen,Arteon Shooting Brake,2021,100000,689000,Nafta,Automatická,147
Skoda,Superb,2021,92044,639000,Nafta,Automatická,147
Seat,Tarraco,2021,145453,699000,Nafta,Automatická,147
Skoda,Kodiaq,2021,154460,631000,Nafta,Automatická,110
Bmw,Rada 5,2018,118000,677777,Nafta,Automatická,195
Cupra,Formentor,2022,21171,675000,Hybridní,Automatická,150
Skoda,Superb,2021,150000,658000,Nafta,Automatická,147
Skoda,Superb,2021,116117,630000,Nafta,Automatická,110
Skoda,Superb,2020,90000,697997,Nafta,Automatická,140
Volkswagen,Tiguan Allspace,2020,89000,757997,Benzín,Automatická,162
Skoda,Kodiaq,2021,179386,639000,Nafta,Automatická,147
Skoda,Superb,2020,117000,697997,Benzín,Automatická,200
Skoda,Octavia,2021,90800,610000,Benzín,Automatická,110
Skoda,Superb,2020,170000,647997,Nafta,Automatická,140
Skoda,Octavia,2023,20586,629000,Benzín,Manuální,110
Skoda,Octavia,2023,44210,749900,Nafta,Automatická,110
Mercedes Benz,Cla,2014,170500,645000,Benzín,Automatická,265
Volkswagen,Passat Variant,2020,107100,719999,Nafta,Automatická,176
Bmw,X3,2020,170000,799999,Nafta,Automatická,195
Cupra,Formentor,2021,55692,758999,Benzín,Automatická,228
Skoda,Octavia,2023,15527,689000,Benzín,Automatická,110
Skoda,Karoq,2022,70000,627997,Benzín,Automatická,110
Skoda,Octavia,2023,5182,799000,Benzín,Automatická,110
Audi,Q5,2020,92000,799900,Nafta,Automatická,140
Mercedes Benz,Vito,2015,130000,617997,Nafta,Manuální,120
Bmw,X5,2016,160000,677997,Nafta,Automatická,230
Skoda,Karoq,2020,50000,627997,Benzín,Automatická,110
Skoda,Octavia,2023,20381,668000,Nafta,Automatická,110
Tesla,Model 3,2020,71812,729990,Elektro,Automatická,355
Bmw,Rada 6,2016,93393,729000,Benzín,Automatická,230
Bmw,Rada 5,2017,318000,647000,Nafta,Automatická,195
Cupra,Leon,2022,42000,748000,Benzín,Automatická,221
Skoda,Kodiaq,2017,111483,615000,Nafta,Automatická,140
Skoda,Octavia,2023,12755,749900,Nafta,Automatická,110
Cupra,Formentor,2021,34340,645000,Benzín,Automatická,110
Skoda,Superb,2020,23163,614000,Hybridní,Automatická,160
Skoda,Octavia,2023,12737,678000,Nafta,Automatická,110
Bmw,X4,2016,97066,675000,Nafta,Automatická,190
Skoda,Karoq,2022,31084,700000,Benzín,Automatická,110
Mercedes Benz,Vito,2018,151000,709000,Nafta,Automatická,140
Honda,Cr V,2019,87912,610000,Hybridní,Automatická,135
Audi,Q7,2015,168800,777777,Nafta,Automatická,200
Tesla,Model 3,2021,101360,750000,Elektro,Automatická,366
Tesla,Model 3,2019,102288,659990,Elektro,Automatická,355
Bmw,Rada 4,2018,84182,699000,Benzín,Automatická,240
Skoda,Karoq,2024,13500,715000,Benzín,Automatická,110
Toyota,Corolla Cross,2024,16000,799000,Hybridní,Automatická,145
Skoda,Kodiaq,2023,28053,949000,Nafta,Automatická,147
Skoda,Superb,2024,1001,949900,Nafta,Automatická,110
Skoda,Karoq,2022,29756,848000,Benzín,Automatická,110
Audi,Q7,2019,107517,900000,Nafta,Automatická,210
Bmw,Rada 3,2023,93563,918000,Nafta,Automatická,140
Skoda,Superb,2024,1987,949000,Benzín,Automatická,110
Volkswagen,T Roc,2022,38669,868000,Benzín,Automatická,221
Skoda,Karoq,2024,2000,869900,Benzín,Automatická,110
Volkswagen,Tiguan Allspace,2021,81818,998000,Nafta,Automatická,147
Mercedes Benz,Tridy C,2023,50128,888000,Benzín,Automatická,150
Volkswagen,Tiguan Allspace,2022,102335,958000,Nafta,Automatická,147
Skoda,Superb,2024,18152,844900,Nafta,Automatická,110
Bmw,X5,2019,282856,999000,Nafta,Automatická,195
Toyota,Gr Yaris,2022,20212,1000000,Benzín,Manuální,192
Audi,A7,2021,101512,998000,Nafta,Automatická,150
Skoda,Enyaq Iv,2020,32000,899000,Elektro,Automatická,150
Bmw,X1,2023,77926,1000000,Nafta,Automatická,155
Audi,Q5,2021,49061,888000,Nafta,Automatická,150
Skoda,Superb,2023,10916,829900,Nafta,Automatická,110
Mercedes Benz,Tridy V,2019,116234,878000,Nafta,Automatická,120
Skoda,Octavia,2025,15000,860455,Nafta,Automatická,110
Mercedes Benz,Tridy E,2016,122640,890000,Benzín,Automatická,245
Ford,Tourneo Courier,2025,0,878743,Elektro,Automatická,100
Mercedes Benz,Tridy A,2023,29433,857890,Nafta,Automatická,110
Skoda,Kodiaq,2024,21000,1000000,Nafta,Automatická,147
Volkswagen,Touareg,2021,126140,869000,Nafta,Automatická,170
Mercedes Benz,Gle,2018,81120,849900,Nafta,Automatická,150
Honda,Civic,2024,7,869900,Hybridní,Automatická,135
Volvo,Xc40,2025,5,914050,Benzín,Automatická,120
Mercedes Benz,Glc,2018,58829,899000,Benzín,Automatická,155
Mercedes Benz,Cla,2022,26228,979000,Benzín,Automatická,118
Renault,Austral,2025,5,853340,Benzín,Automatická,147
Mercedes Benz,Eqb,2022,41267,968000,Elektro,Automatická,215
Mercedes Benz,Cla,2023,12449,945000,Nafta,Automatická,110
Skoda,Octavia,2023,29887,859000,Hybridní,Automatická,110
Mercedes Benz,Glb,2023,21388,950000,Nafta,Automatická,110
Skoda,Kodiaq,2022,103367,805000,Nafta,Automatická,147
Mercedes Benz,Tridy A,2023,31237,855001,Benzín,Automatická,120
Mercedes Benz,Tridy E,2021,118020,970000,Benzín,Automatická,270
Mercedes Benz,Glc,2021,88344,897000,Nafta,Automatická,143
Bmw,Rada 2,2022,47464,849000,Benzín,Automatická,135
Volvo,Xc60,2021,76639,875000,Nafta,Automatická,145
Hyundai,Santa Fe,2022,49698,884000,Nafta,Automatická,148
Skoda,Superb,2022,86893,849000,Benzín,Automatická,206
Land Rover,Discovery Sport,2021,49900,868000,Nafta,Automatická,150
Volvo,Xc90,2021,58251,969000,Nafta,Automatická,173
Audi,A4 Avant,2024,200,939000,Benzín,Automatická,110
Audi,A7,2018,81000,992200,Benzín,Automatická,250
Volkswagen,Multivan,2016,139400,898000,Nafta,Automatická,150
Volkswagen,Tiguan Allspace,2022,83458,899000,Nafta,Automatická,110
Skoda,Superb,2023,10400,998000,Benzín,Automatická,140
Skoda,Superb,2023,34220,849000,Hybridní,Automatická,160
Mercedes Benz,Gle,2021,148000,999999,Nafta,Automatická,243
Skoda,Kodiaq,2022,112557,849000,Nafta,Automatická,110
Mercedes Benz,Tridy V,2016,169070,889900,Nafta,Automatická,140
Volkswagen,Multivan,2018,124200,939000,Nafta,Automatická,150
Mercedes Benz,Eqb,2024,2250,949000,Elektro,Automatická,168
Volkswagen,Tiguan Allspace,2025,9,999999,Benzín,Automatická,140
Skoda,Octavia,2022,1497,829900,Nafta,Automatická,110
Volvo,Xc90,2021,103269,899000,Nafta,Automatická,173
Bmw,Rada 3,2023,27996,929999,Benzín,Automatická,135
Volvo,V60,2021,86325,829000,Nafta,Automatická,145
Bmw,X3,2020,74388,839999,Nafta,Automatická,195
Skoda,Kodiaq,2022,43625,962000,Nafta,Automatická,110
Bmw,X3,2018,144992,829999,Benzín,Automatická,260
Bmw,X6,2017,102230,849999,Nafta,Automatická,230
Jaguar,F Pace,2021,135183,859999,Nafta,Automatická,132
Audi,Q7,2020,95168,999999,Nafta,Automatická,170
Bmw,X5,2019,187300,999000,Nafta,Automatická,195
Bmw,Rada 4,2020,98032,999999,Benzín,Automatická,240
Volvo,Xc60,2020,100758,849999,Benzín,Automatická,184
Ford,Mustang Mach E,2022,33400,999900,Elektro,Automatická,273
Bmw,Rada 3,2022,116565,889999,Nafta,Automatická,210
Volvo,Xc60,2020,99333,849999,Nafta,Automatická,145
Skoda,Kodiaq,2022,93198,949999,Nafta,Automatická,147
Volvo,Xc90,2021,145616,999999,Nafta,Automatická,173
Audi,Q3,2023,37544,859999,Benzín,Automatická,140
Skoda,Kodiaq,2023,16346,918000,Nafta,Automatická,110
Audi,S5,2017,57000,850000,Benzín,Automatická,260
Ford,Mustang,2018,39000,899999,Benzín,Automatická,331
Bmw,X3,2020,118521,899999,Benzín,Automatická,265
Mercedes Benz,Tridy E,2020,99097,899000,Nafta,Automatická,143
Ford,Kuga,2025,15,992300,Hybridní,Automatická,134
Volvo,Xc90,2021,140653,989999,Nafta,Automatická,173
Audi,A6,2022,40927,864000,Nafta,Automatická,150
Mercedes Benz,Tridy E,2018,79060,949000,Nafta,Automatická,190
Mercedes Benz,Tridy C,2018,133406,869000,Benzín,Automatická,270
Volvo,Xc60,2020,53690,849999,Benzín,Automatická,184
Skoda,Enyaq Iv,2022,55404,999000,Elektro,Automatická,150
Mercedes Benz,Tridy E,2020,73535,979000,Nafta,Automatická,143
Volkswagen,Passat,2024,25522,838000,Nafta,Automatická,110
Volkswagen,Passat,2024,25507,828000,Nafta,Automatická,110
Mercedes Benz,Tridy E,2022,127449,818000,Nafta,Automatická,195
Volkswagen,Multivan,2017,109824,999000,Nafta,Automatická,150
Skoda,Octavia,2025,15000,924375,Nafta,Automatická,110
Volvo,Xc60,2019,91646,819999,Hybridní,Automatická,223
Volvo,Ex30,2024,17,939999,Elektro,Automatická,200
Audi,A6 Avant,2022,95512,999000,Nafta,Automatická,180
Land Rover,Range Rover Velar,2018,77428,899000,Nafta,Automatická,221
Mini,Cooper,2024,5515,899000,Benzín,Automatická,150
Mercedes Benz,Cla,2022,56453,899000,Benzín,Automatická,165
Lexus,Rx 300,2023,32770,899000,Benzín,Automatická,175
Skoda,Karoq,2025,10000,819000,Benzín,Automatická,110
Volkswagen,Passat,2024,25718,828000,Nafta,Automatická,110
Volkswagen,T Roc,2025,5,839900,Benzín,Manuální,110
Volkswagen,Passat,2024,23306,858000,Nafta,Automatická,110
Cupra,Formentor,2025,0,899900,Benzín,Automatická,140
Volkswagen,Golf,2021,23593,990000,Benzín,Automatická,235
Volkswagen,Passat,2024,26776,868000,Nafta,Automatická,110
Volkswagen,Passat,2024,14699,848000,Nafta,Automatická,110
Skoda,Superb,2022,41825,855000,Nafta,Automatická,110
Ford,Kuga,2025,0,962500,Benzín,Automatická,134
Tesla,Model Y,2022,125660,839000,Elektro,Automatická,378
Skoda,Superb,2021,58635,849000,Benzín,Automatická,206
Audi,Q3,2023,29811,999000,Nafta,Automatická,147
Bmw,Rada 5,2021,101947,979000,Nafta,Automatická,210
Skoda,Superb,2023,21471,829000,Nafta,Automatická,110
Skoda,Karoq,2025,10000,899000,Nafta,Automatická,110
Tesla,Model Y,2022,76180,949000,Elektro,Automatická,378
Volkswagen,Passat,2024,25218,818000,Nafta,Automatická,110
Skoda,Kodiaq,2020,59555,849000,Nafta,Automatická,176
Ford,Kuga,2025,14,954800,Hybridní,Automatická,134
Volvo,Xc90,2020,68447,949000,Benzín,Automatická,184
Volkswagen,Tiguan,2021,40649,886000,Nafta,Automatická,110
Audi,Q2,2024,31000,931700,Benzín,Automatická,140
Audi,A8,2017,185000,930000,Nafta,Automatická,210
Ford,Tourneo Custom,2023,9044,969990,Nafta,Manuální,110
Renault,Espace,2024,1000,968000,Hybridní,Automatická,165
Hyundai,Ioniq 6,2023,32300,899900,Elektro,Automatická,239
Tesla,Model Y,2022,100060,879000,Elektro,Automatická,378
Porsche,911,2001,78000,899000,Benzín,Automatická,235
Chevrolet,Camaro,2022,35000,999900,Benzín,Automatická,339
Skoda,Karoq,2023,5612,859990,Benzín,Automatická,110
Seat,Tarraco,2021,61400,879000,Benzín,Automatická,180
Skoda,Kodiaq,2022,49800,948690,Nafta,Automatická,147
Skoda,Superb,2021,82000,828000,Nafta,Automatická,147
Tesla,Model Y,2022,76674,929000,Elektro,Automatická,378
Volvo,Xc40,2024,14853,869000,Benzín,Automatická,145
Alfa Romeo,Stelvio,2019,60354,819000,Benzín,Automatická,206
Cupra,Formentor,2022,26000,839000,Benzín,Automatická,228
Skoda,Kodiaq,2023,19920,999990,Nafta,Automatická,110
Skoda,Superb,2022,20264,969990,Nafta,Automatická,147
Volvo,Xc90,2021,118745,899990,Nafta,Automatická,173
Bmw,X6,2017,119000,810000,Nafta,Automatická,230
Audi,Q3,2021,31660,899990,Benzín,Automatická,140
Volkswagen,Golf,2022,1700,895000,Hybridní,Automatická,110
Skoda,Superb,2022,32603,869990,Nafta,Automatická,147
Skoda,Kodiaq,2023,15639,999990,Nafta,Automatická,110
Skoda,Kodiaq,2023,27338,999000,Nafta,Automatická,110
Skoda,Superb,2023,17349,839990,Nafta,Automatická,110
Volkswagen,Caddy,2023,2698,879990,Benzín,Automatická,84
Audi,Sq5,2019,162600,879000,Nafta,Automatická,255
Cupra,Born,2022,10413,859990,Elektro,Automatická,170
Skoda,Superb,2023,17529,829990,Nafta,Automatická,110
Cupra,Formentor,2022,73350,810700,Benzín,Automatická,228
Skoda,Kodiaq,2023,10382,999990,Nafta,Automatická,110
Skoda,Superb,2023,44731,979990,Benzín,Automatická,206
Skoda,Superb,2022,1861,899990,Nafta,Automatická,147
Skoda,Kodiaq,2023,19818,959990,Nafta,Automatická,110
Ford,Galaxy,2022,48155,999900,Hybridní,Automatická,140
Hyundai,Santa Fe,2023,10250,943800,Hybridní,Automatická,169
Jeep,Wrangler,2019,76500,966790,Nafta,Automatická,147
Opel,Grandland,2025,5,841989,Hybridní,Automatická,100
Tesla,Model Y,2022,76000,839000,Elektro,Automatická,378
Tesla,Model 3,2023,53500,825000,Elektro,Automatická,366
Mazda,Cx 30,2025,2,844290,Benzín,Automatická,103
Volkswagen,Tiguan,2024,0,994050,Nafta,Automatická,110
Ford,Kuga,2022,62628,829000,Nafta,Automatická,140
Cupra,Leon,2025,0,952900,Benzín,Automatická,110
Cupra,Leon,2023,22000,899900,Benzín,Automatická,228
Skoda,Kodiaq,2022,56432,822800,Nafta,Automatická,110
Skoda,Kodiaq,2022,32000,867000,Nafta,Automatická,110
Mercedes Benz,Tridy V,2015,190000,845790,Nafta,Automatická,140
Toyota,Rav4,2024,3005,989900,Benzín,Automatická,163
Volvo,Xc90,2020,123895,899900,Nafta,Automatická,173
Ford,Kuga,2025,0,950100,Benzín,Automatická,132
Bmw,Rada 4,2022,52700,999900,Nafta,Automatická,140
Bmw,X5,2016,107000,899900,Benzín,Automatická,423
Maserati,Granturismo,2008,56825,899900,Benzín,Automatická,298
Volkswagen,Touareg,2020,187000,990000,Nafta,Automatická,210
Skoda,Superb,2024,12140,969000,Nafta,Automatická,110
Volkswagen,Arteon Shooting Brake,2023,29400,859000,Nafta,Automatická,147
Volkswagen,Golf,2022,25800,889000,Benzín,Automatická,221
Bmw,Rada 5,2021,73000,949000,Nafta,Automatická,140
Skoda,Superb,2023,21104,838000,Nafta,Automatická,110
Bmw,X3,2019,111083,899000,Nafta,Automatická,195
Skoda,Kodiaq,2023,34026,918000,Nafta,Automatická,110
Bmw,Rada 3,2022,56000,949000,Nafta,Automatická,140
Opel,Astra,2022,17000,829000,Hybridní,Automatická,133
Volkswagen,Passat,2024,25409,837000,Nafta,Automatická,110
Skoda,Superb,2024,13626,848000,Nafta,Automatická,110
Bmw,Rada 5,2022,14730,999000,Nafta,Automatická,140
Skoda,Octavia,2024,13005,869900,Benzín,Automatická,140
Toyota,Rav4,2024,15049,979900,Hybridní,Automatická,163
Bmw,Rada 5,2017,68400,849000,Nafta,Automatická,195
Toyota,Rav4,2024,12561,989900,Hybridní,Automatická,163
Skoda,Kodiaq,2023,24079,848000,Benzín,Automatická,110
Cupra,Ateca,2022,67481,918000,Benzín,Automatická,221
Volkswagen,Arteon Shooting Brake,2022,23011,969000,Benzín,Automatická,235
Volvo,Xc60,2023,35800,898800,Nafta,Automatická,145
Bmw,X5,2017,147760,899900,Nafta,Automatická,280
Mercedes Benz,Cla,2024,18500,999000,Benzín,Automatická,120
Skoda,Octavia,2024,12851,928900,Benzín,Automatická,180
Volvo,Ex30,2024,15000,849000,Elektro,Automatická,200
Skoda,Superb,2022,60786,878900,Benzín,Automatická,206
Audi,S3,2021,65000,880000,Benzín,Automatická,228
Hyundai,Palisade,2020,56700,998997,Nafta,Automatická,147
Ford,Tourneo Custom,2019,64200,839000,Nafta,Automatická,125
Bmw,X5,2019,128970,999900,Nafta,Automatická,195
Mercedes Benz,Cla,2021,84600,989000,Benzín,Automatická,225
Bmw,X3,2021,55185,999900,Benzín,Automatická,135
Skoda,Superb,2023,18155,848900,Nafta,Automatická,110
Toyota,Gr Yaris,2022,53480,849900,Benzín,Manuální,192
Volkswagen,Bora,2019,48620,882090,Elektro,Automatická,100
Gmc,Yukon,2017,123930,907500,Benzín,Automatická,312
Skoda,Octavia,2024,19610,848900,Benzín,Automatická,180
Hyundai,H 1,2015,86500,810700,Nafta,Automatická,131
Kia,Sorento,2023,39100,999900,Hybridní,Automatická,176
Skoda,Superb,2022,49478,897900,Nafta,Automatická,147
Skoda,Superb,2023,19625,866000,Nafta,Automatická,147
Ford,Tourneo Custom,2023,29400,999900,Nafta,Manuální,110
Skoda,Kodiaq,2022,37150,999000,Benzín,Automatická,140
Volvo,V60,2022,85000,949900,Hybridní,Automatická,293
Cupra,Born,2023,16000,819900,Elektro,Automatická,170
Land Rover,Defender,2011,77000,990000,Nafta,Manuální,90
Volkswagen,Passat,2024,15820,979000,Benzín,Automatická,110
Cupra,Leon,2023,9000,819000,Benzín,Automatická,221
Mazda,6,2023,11606,849999,Benzín,Automatická,143
Bmw,Rada 3,2019,72000,900000,Nafta,Automatická,195
Bmw,X3,2019,154000,879000,Benzín,Automatická,260
Audi,A5,2022,42000,929000,Benzín,Automatická,195
Audi,A6 Allroad,2020,98000,990990,Nafta,Automatická,210
Audi,A5,2020,56510,879000,Benzín,Automatická,195
Volkswagen,Caddy,2023,31000,849900,Nafta,Automatická,90
Hyundai,Tucson,2025,10,829990,Benzín,Automatická,118
Hyundai,Tucson,2025,0,899990,Benzín,Automatická,118
Renault,Trafic,2025,10,965900,Nafta,Manuální,110
Skoda,Kodiaq,2022,83808,928000,Nafta,Automatická,147
Skoda,Superb,2024,25582,868000,Nafta,Automatická,110
Skoda,Karoq,2024,13129,928000,Nafta,Automatická,110
Audi,A6 Allroad,2021,64643,999000,Nafta,Automatická,180
Volkswagen,Tiguan Allspace,2021,53011,879900,Nafta,Automatická,147
Bmw,Rada 3,2021,190200,849900,Benzín,Automatická,275
Volkswagen,Transporter,2022,18500,999900,Nafta,Automatická,110
Volvo,Xc90,2019,103080,949900,Nafta,Automatická,173
Skoda,Superb,2024,6596,919000,Nafta,Automatická,110
Skoda,Octavia,2022,97000,819900,Nafta,Automatická,147
Skoda,Kodiaq,2022,75734,869900,Nafta,Automatická,147
Skoda,Kodiaq,2024,13787,999900,Nafta,Automatická,110
Mercedes Benz,Tridy C,2022,80032,849000,Nafta,Automatická,143
Volkswagen,Caddy,2024,15236,949900,Nafta,Automatická,90
Skoda,Superb,2023,10784,949900,Nafta,Automatická,147
Land Rover,Range Rover,2016,109145,999000,Nafta,Automatická,250
Kia,Sportage,2023,26951,930000,Hybridní,Automatická,132
Volkswagen,Tiguan,2022,22730,889900,Benzín,Automatická,140
Porsche,Macan,2014,107218,899000,Benzín,Automatická,294
Skoda,Kodiaq,2019,96990,814900,Nafta,Automatická,176
Bmw,X4,2018,132697,830000,Nafta,Automatická,240
Toyota,Rav4,2023,32500,929000,Benzín,Automatická,131
Toyota,Corolla Cross,2025,2,849900,Hybridní,Automatická,145
Toyota,Corolla,2025,2,839900,Hybridní,Automatická,144
Skoda,Octavia,2024,30433,870000,Benzín,Automatická,180
Skoda,Superb,2024,25323,899900,Nafta,Automatická,110
Toyota,Proace Verso,2023,27361,899990,Nafta,Automatická,130
Toyota,Prius,2025,2,953000,Hybridní,Automatická,164
Toyota,Corolla Cross,2025,2,865000,Hybridní,Automatická,145
Toyota,Gr Yaris,2024,2,999000,Benzín,Manuální,192
Skoda,Octavia,2025,5,932000,Benzín,Automatická,150
Audi,Q5,2020,78063,909900,Benzín,Automatická,195
Toyota,Corolla,2025,2,849900,Hybridní,Automatická,144
Ford,Tourneo Custom,2022,36000,949900,Nafta,Manuální,136
Volkswagen,Arteon,2023,25800,839000,Nafta,Automatická,110
Ford,Kuga,2025,17,850000,Benzín,Automatická,137
Toyota,Corolla Cross,2025,2,869900,Hybridní,Automatická,145
Skoda,Karoq,2025,5,999000,Benzín,Automatická,140
Toyota,Corolla,2024,2,919400,Benzín,Automatická,112
Toyota,C Hr,2025,2,829900,Hybridní,Automatická,162
Toyota,C Hr,2025,2,827400,Benzín,Automatická,103
Ford,Explorer,2025,0,806857,Elektro,Automatická,125
Opel,Grandland,2025,0,898990,Hybridní,Automatická,100
Subaru,Forester,2025,10,997000,Benzín,Automatická,100
Toyota,C Hr,2025,2,837400,Hybridní,Automatická,162
Ford,Mustang Mach E,2022,32000,949000,Elektro,Automatická,216
Skoda,Superb,2024,21893,839900,Nafta,Automatická,110
Skoda,Superb,2024,20379,864900,Nafta,Automatická,110
Skoda,Superb,2023,15715,859900,Nafta,Automatická,110
Subaru,Crosstrek,2025,10,926000,Hybridní,Automatická,100
Ford,Explorer,2025,0,813402,Elektro,Automatická,125
Toyota,C Hr,2025,2,907400,Hybridní,Automatická,162
Skoda,Superb,2023,22529,834900,Nafta,Automatická,110
Toyota,C Hr,2025,2,887400,Benzín,Automatická,112
Skoda,Kodiaq,2023,35161,844900,Nafta,Automatická,110
Ford,Capri,2025,0,869502,Elektro,Automatická,125
Toyota,Proace,2022,30000,970000,Nafta,Automatická,130
Bmw,Rada 5,2019,101630,850000,Benzín,Automatická,250
Volvo,Xc90,2020,138178,869000,Nafta,Automatická,173
Ford,Capri,2025,0,862957,Elektro,Automatická,125
Bmw,Rada 4,2016,41000,950000,Benzín,Automatická,240
Opel,Grandland,2025,3,829990,Hybridní,Automatická,107
Ford,Capri,2025,0,847156,Elektro,Automatická,125
Volkswagen,Arteon,2022,44875,897000,Nafta,Automatická,110
Mini,Cooper S,2024,8570,949000,Benzín,Automatická,150
Toyota,Rav4,2021,65500,880000,Benzín,Automatická,163
Volvo,Xc40,2024,8721,869000,Benzín,Automatická,120
Skoda,Kodiaq,2022,52145,968999,Nafta,Automatická,147
Mercedes Benz,Gle,2018,155800,849999,Nafta,Automatická,190
Ford,Capri,2025,1,862957,Elektro,Automatická,125
Ford,Capri,2025,0,999561,Elektro,Automatická,210
Kia,Sportage,2024,10620,855900,Hybridní,Automatická,132
Skoda,Kodiaq,2021,20486,929900,Nafta,Automatická,110
Skoda,Octavia,2024,14243,832900,Nafta,Automatická,110
Skoda,Superb,2023,7600,919000,Nafta,Automatická,147
Bmw,X1,2024,13417,949000,Benzín,Automatická,100
Toyota,Corolla Cross,2024,1,929400,Benzín,Automatická,72
Skoda,Octavia,2024,8991,829900,Nafta,Automatická,110
Bmw,Rada 6,2021,59447,999998,Benzín,Automatická,245
Mercedes Benz,Gle,2017,151405,880000,Nafta,Automatická,190
Toyota,C Hr,2023,0,987400,Hybridní,Automatická,145
Volkswagen,Tiguan,2025,15000,949900,Benzín,Automatická,96
Bmw,Rada 2,2024,12948,849000,Nafta,Automatická,110
Citroen,Jumper,2025,1,882695,Nafta,Manuální,103
Skoda,Enyaq Coupe,2023,20020,999000,Elektro,Automatická,225
Volkswagen,Multivan,2017,138220,992200,Nafta,Automatická,150
Toyota,Corolla Cross,2024,5,919900,Benzín,Automatická,112
Audi,A6 Avant,2020,72021,902000,Nafta,Automatická,150
Bmw,Rada 2,2022,10805,859000,Benzín,Automatická,131
Audi,Sq7,2017,115000,995000,Nafta,Automatická,320
Skoda,Kodiaq,2023,17252,949000,Nafta,Automatická,110
Alfa Romeo,Giulia,2024,21400,966790,Benzín,Automatická,206
Subaru,Brz,2023,4151,885000,Benzín,Manuální,172
Skoda,Superb,2023,34427,850000,Benzín,Automatická,140
Mercedes Benz,Tridy V,2017,207000,850000,Nafta,Automatická,140
Skoda,Elroq,2025,0,940000,Elektro,Automatická,210
Subaru,Forester,2025,400,987400,Hybridní,Automatická,100
Dongfeng,T5 Evo,2025,10,829900,Benzín,Automatická,130
Skoda,Superb,2024,14365,999000,Nafta,Automatická,110
Hyundai,Tucson,2025,1,839990,Benzín,Manuální,118
Hyundai,Tucson,2025,6000,841990,Hybridní,Automatická,195
Hyundai,Tucson,2025,5,852890,Benzín,Automatická,118
Tesla,Model Y,2023,43500,979000,Elektro,Automatická,378
Skoda,Kodiaq,2024,14146,939000,Nafta,Automatická,110
Volkswagen,Transporter,2021,119000,929000,Nafta,Automatická,150
Bmw,X3,2018,44000,990000,Benzín,Automatická,260
Subaru,Wrx Sti,2018,39200,997300,Benzín,Manuální,221
Cupra,Born,2022,9999,849900,Elektro,Automatická,150
Mazda,Cx 5,2023,5612,839000,Benzín,Automatická,143
Dodge,Ram,2021,180000,849000,Benzín,Automatická,295
Bmw,X1,2023,47381,999000,Nafta,Automatická,145
Subaru,Crosstrek,2024,2000,817500,Hybridní,Automatická,100
Hyundai,Tucson,2025,14,892890,Benzín,Automatická,118
Hyundai,Kona,2025,14,902793,Elektro,Automatická,150
Hyundai,Tucson,2025,5,832890,Benzín,Automatická,118
Ford,Tourneo Connect,2025,4,837659,Nafta,Automatická,90
